state,county,population,white,all_workers,public_transit,bike,walked,all_female_marital,female_married,poverty_status_denominator,in_poverty,median_income,housing_units,housing_units_single_detached,housing_units_single_attached
21,197,12552,12224,3644,19,5,9,5064,2496,12205,3362,29141,5590,3670,104
21,199,63505,61149,24989,63,0,384,26641,14368,62469,16223,33425,31310,20586,380
21,201,2239,2220,741,0,0,9,955,490,2189,582,30479,1138,794,4
21,203,16965,16616,6007,14,0,73,7026,4067,16610,4155,31536,7686,5138,21
21,205,23485,22329,9382,92,0,245,10241,4423,20644,5365,40697,10112,6022,51
21,207,17646,17134,5884,0,0,96,7364,3796,17396,4697,30773,9965,6577,67
21,209,49167,43688,24213,24,11,443,19601,10833,47412,5012,62134,19886,14726,463
21,211,43581,37680,19732,9,0,445,18193,10047,42204,5218,57890,16798,13261,536
21,213,17551,15137,7437,0,9,142,7210,3968,17129,3354,39055,7503,5877,26
21,215,17419,16720,8366,16,0,35,6969,4689,17215,1187,65149,6827,5749,31
21,217,25059,23043,10126,7,56,331,10684,5065,23943,5489,35521,10924,8329,146
21,219,12499,10821,4729,23,20,87,4876,2710,12310,2452,41047,5300,3934,45
21,221,14277,12819,5442,0,0,177,5946,3563,14152,2195,45303,7821,6025,17
21,223,8816,8603,3574,0,0,5,3540,2144,8611,1425,47119,3917,2746,1
21,225,15192,12836,5674,47,0,359,6021,3123,14849,4237,38367,6172,4629,47
21,227,117169,96403,54401,209,97,1668,49180,23463,110252,21011,45209,48517,31953,575
21,229,11871,10618,5076,54,0,149,4949,2548,11507,1937,39313,5058,3781,69
21,231,20728,19632,6788,18,0,256,8583,4700,20356,5192,29295,10885,6904,40
21,233,13454,12348,5136,0,0,159,5477,3271,13175,1900,40852,5922,4467,35
21,235,35557,34501,12348,116,12,503,14743,7279,33913,8188,32255,15166,9454,161
21,237,7273,7205,1823,0,0,7,3001,1669,7127,3160,21198,3654,1964,21
21,239,25151,22279,12411,35,19,306,10691,5825,24805,3201,58639,10802,8758,129
22,001,62031,48993,24384,35,31,521,25075,11989,60861,12086,37684,25634,18857,194
22,003,25691,18704,8187,58,9,137,8431,4178,21343,3590,39440,9780,6932,56
22,005,112308,83573,52813,78,170,492,44092,24581,111038,14179,70207,42471,30252,444
22,007,23170,15742,8824,42,0,137,9715,4838,22919,3899,47961,10435,6982,26
22,009,41604,27881,14575,108,21,352,16604,8052,38029,8407,33781,18113,13102,157
22,011,36109,29708,14423,54,18,323,14059,8210,34902,6524,46420,15139,9904,64
22,013,14122,7822,4880,11,17,62,5947,2584,13795,3800,32826,7734,5010,21
22,015,121918,88168,58968,285,120,1121,49033,24605,119678,16264,52754,51705,32781,1479
22,017,255529,123126,109198,1993,143,1785,108290,42932,249997,52639,41251,112380,76907,3938
22,019,194943,138373,82864,223,192,1052,79846,39017,191072,32952,44045,84013,57398,970
22,021,10008,8106,3909,0,0,168,3848,1837,9595,1894,36792,5005,3219,9
22,023,6713,6481,3106,0,0,32,2723,1765,6661,555,64129,3621,2285,12
22,025,10273,6827,3603,7,0,52,3848,1980,9338,1951,35093,4892,3137,34
22,027,16817,7896,5635,0,0,178,5948,2448,15012,4394,34216,7773,5501,72
22,029,20609,11926,6786,15,58,255,8084,3674,18824,6039,29824,9402,6452,51
22,031,26968,15515,10493,39,33,68,11307,5358,26632,6682,41486,12322,7434,60
22,033,443598,216660,210306,3550,812,4502,188839,75510,433449,83726,48535,189353,120460,4525
22,035,7602,2202,2109,0,0,44,2635,942,6401,2980,24947,2999,2165,23
22,037,19964,10730,7254,0,9,158,7629,3757,17595,3199,46220,8093,5311,33
22,039,33778,23196,10834,55,22,488,12952,6058,31612,8077,30323,14766,10980,114
22,041,20645,13733,7272,10,5,171,8446,3775,19189,6004,30607,9077,6510,25
22,043,22363,17787,7081,61,11,55,7779,3962,18994,3431,39729,8958,5979,69
22,045,73735,46012,30944,164,123,570,29583,14094,72372,14720,45022,29893,19812,240
22,047,33375,16424,12661,67,4,258,13433,5267,29571,5793,45692,12849,9384,117
22,049,16199,11035,5491,13,0,82,6491,3076,15286,3763,36466,7725,5327,43
22,051,434528,276653,204223,2728,827,3385,183889,80840,431302,72648,47871,189158,122798,8090
22,053,31492,25038,11823,29,45,132,12863,6294,30785,6586,40335,13444,10051,233
22,055,228084,159832,111578,735,577,1645,94060,42078,223234,36446,51406,95373,61489,2675
22,057,97235,77306,41966,141,84,624,39957,19762,94698,13825,50396,39159,27795,373
22,059,14874,12767,5453,36,0,43,5783,3333,13722,2407,41173,6575,4511,14
22,061,47243,25798,19972,35,45,647,20349,7387,43766,13549,34210,19587,11170,227
22,063,132160,120842,58933,131,2,445,52501,27894,130694,17969,57478,52104,34558,530
22,065,12008,4332,3948,28,0,157,4767,1557,10557,4080,24028,4836,3534,14
22,067,27319,13889,9526,15,0,106,11466,5360,26402,7203,28304,12463,8980,164
22,069,39359,21554,15259,128,11,446,16814,7266,38346,10402,33629,18681,11013,477
22,071,368471,125296,161558,12241,4446,8065,159921,50006,357411,98937,36964,191310,84501,25109
22,073,155285,93453,64097,738,91,521,64612,28475,147000,35714,39111,65366,43506,942
22,075,23545,16310,10316,16,17,298,9293,5073,23259,3185,54835,9738,5435,521
22,077,22631,14029,9247,47,55,140,9583,4461,22441,4121,46158,11214,8116,85
22,079,132199,84675,51243,845,155,941,54729,25060,128188,26353,41305,56448,38924,923
22,081,8937,5246,3104,56,0,28,3688,1746,8758,1920,37681,4132,2704,36
22,083,20845,13071,8036,22,0,49,8656,4601,19929,4244,38708,8751,6268,54
22,085,24286,17017,8607,90,3,148,9871,5238,23773,5256,36513,14284,7690,75
22,087,41114,30375,16872,253,23,116,16109,7463,40719,6974,44706,16806,12315,759
22,089,52616,37111,24436,28,26,211,21319,10430,51922,6500,57785,20117,15441,316
22,091,10937,4890,3672,24,0,27,4513,2097,10723,3078,35262,5154,3018,16
22,093,21782,10589,8805,43,15,140,9128,4284,21487,3630,53259,8590,6516,136
22,095,44570,19094,19047,41,5,178,18160,8396,43790,7717,50716,17560,13894,204
22,097,83518,47161,30540,49,26,455,34248,15900,82248,22819,33928,35940,24457,197
22,099,52823,34873,23128,61,20,364,21423,10438,52172,9801,42948,22250,15058,180
22,101,53784,32281,21099,99,44,436,21712,10044,52799,11748,41956,23117,15615,249
22,103,239814,200799,107044,240,499,1370,98844,53633,237123,25650,61942,96969,74830,2412
22,105,124125,83283,51298,268,162,686,51352,23871,120294,26137,40721,51363,31092,773
22,107,5008,2150,1708,3,0,45,2103,806,4757,1726,26178,3360,2812,0
22,109,112167,79717,47642,197,140,702,44737,22099,110310,20005,49932,44179,30126,639
22,111,22623,16151,7987,70,0,89,9298,4841,22078,6220,35115,11392,7199,31
22,113,58784,47749,24247,28,32,279,23706,12124,57839,10032,47344,25588,18293,233
22,115,52844,40725,22727,30,42,870,19267,11390,50366,6643,46867,21601,10728,1375
22,117,46723,31547,14754,35,0,247,19221,9043,44923,11615,31750,21171,14585,97
22,119,40890,26111,15097,26,0,291,17107,8017,39545,9168,35292,19401,13582,76
22,121,24347,14566,11216,36,16,86,9922,4855,23703,4472,49202,9688,6934,53
22,123,11522,9425,4049,15,5,29,4593,2342,10644,2842,31843,5060,3544,8
22,125,15485,8192,4900,0,0,28,4342,1984,11739,2082,53967,5178,3570,6
22,127,15000,10053,4866,10,0,25,5766,3236,13169,3386,32608,7221,4873,5
23,001,107470,99572,50209,160,154,1933,45071,21927,104279,16756,45765,49187,27906,819
23,003,70653,67312,30316,37,90,903,30559,16155,68729,11744,37378,39490,28244,363
23,005,284351,263363,148847,1995,1365,7437,123516,60687,276396,32286,59560,139322,90019,7255
23,007,30569,29658,14006,75,44,943,13325,6462,29388,4495,41665,21819,16763,422
23,009,54581,52848,26173,177,262,1573,24020,12901,53096,7513,45747,40317,32363,439
23,011,121507,116863,56175,115,53,2042,52648,26049,118014,15891,46559,61220,41447,673
23,013,39653,38406,18942,47,81,1006,17115,8720,38560,4343,50515,23838,18612,419
23,015,34237,33351,16058,79,36,424,15022,8220,33758,3891,50027,23568,19043,391
23,017,57517,55729,24850,50,71,764,24555,12405,56413,8969,40695,36158,26407,259
23,019,153627,146249,71554,434,303,2797,66176,32331,146654,24818,44543,74116,47506,1130
23,021,17271,16696,6713,20,1,312,7478,4091,17000,3375,37110,15366,13019,54
23,023,35102,33699,17175,72,65,433,15317,8334,34865,4059,55046,18376,13106,661
23,025,51762,50216,21713,11,19,517,22052,11619,50852,8714,39792,30670,23023,242
23,027,38904,37686,17445,80,131,599,16761,8790,38035,6355,43484,21679,16156,225
23,029,32397,29757,12774,34,5,667,13903,7317,31381,5962,38239,23014,18214,185
23,031,198934,191412,99807,675,484,2434,85996,44873,195896,20707,56701,106545,72544,2840
24,001,73976,65687,28808,149,27,1182,30397,14507,66360,11489,39794,33286,23481,2289
24,003,550269,411659,284788,9788,597,5044,226536,118970,534740,31573,89031,215897,133648,40625
24,005,817720,522396,402238,19043,448,7620,358605,165847,796913,72175,66940,336281,158074,82016
24,009,89793,73139,45125,1408,29,402,36717,20091,89004,5170,95425,34195,29637,2113
24,011,32759,26447,14963,166,49,339,13493,7197,32166,4928,55605,13514,10704,407
24,013,167399,155306,87045,870,59,1052,69324,39783,163718,9050,85532,62717,48869,6419
24,015,101803,90952,47317,337,76,912,41307,22056,100255,10612,65124,41772,28932,3003
24,017,150960,74611,75359,5169,63,778,62897,31156,149100,11279,91910,56404,40508,9869
24,019,32614,21917,14973,78,21,335,14215,7147,32126,5417,45628,16652,11981,585
24,021,239253,195658,123761,3733,306,2764,97943,54461,234784,14540,84480,91814,58050,17946
24,023,29945,29174,13739,75,0,353,12705,7091,29211,3897,46096,18987,15141,463
24,025,248029,199354,125475,2153,108,1556,103323,57666,245840,19013,81016,96932,58606,20070
24,027,299269,181806,158989,6034,262,1820,122797,71518,297503,15159,110133,112040,59180,23729
24,029,20016,16350,8767,190,63,567,9117,4114,18518,2183,58201,10616,8489,352
24,031,1005087,565216,525752,81495,2600,10747,424441,223451,996649,68558,98704,380250,183607,69536
24,033,884764,189096,453049,78051,1062,9772,375965,146938,862881,84091,73856,329350,169912,52577
24,035,48439,43387,24504,305,46,482,19980,11620,47952,3552,86406,20441,17548,1181
24,037,108472,85737,54395,1242,144,1199,43067,24531,105691,7193,88190,42330,30744,3494
24,039,26197,13855,8078,185,0,273,10156,3722,19195,4555,36716,11164,7227,719
24,041,37894,31185,17404,56,52,340,16988,9013,37450,3913,58495,19893,15306,1206
24,043,148913,125480,66581,766,126,1359,59599,30865,140391,17761,56477,61006,37293,9719
24,045,100376,68961,46558,426,139,947,43420,18966,96501,16764,52301,41472,28820,1685
24,047,51558,42583,22688,417,115,566,22793,11417,50832,5662,58820,55731,22619,2482
24,510,622271,188380,263513,47983,2161,17645,273899,77644,598360,144849,41819,296631,42681,155951
25,001,215167,200273,98805,1473,498,2665,98460,51049,212184,20588,61597,160953,131027,5110
25,003,130064,119613,60737,772,325,3273,57838,25989,124013,15746,49737,68429,44321,2445
25,005,551065,484654,258899,6213,435,5772,236592,110152,535181,67782,55957,230731,121861,8317
25,007,16915,15975,8289,403,171,361,7262,3914,16786,1891,65518,17347,15782,646
25,009,757395,608088,369455,20515,903,13185,325324,158333,741324,83516,68776,307174,155063,18804
25,011,71300,67082,36760,497,257,1894,31206,14760,70131,8321,54072,33677,22166,1000
25,013,466447,364666,203849,4543,388,4951,199064,86353,452084,79997,50036,191992,107535,7508
25,015,160328,142831,81257,2689,1220,6392,75147,29358,137392,19044,61460,62767,38055,2954
25,017,1539832,1225379,801128,87960,10721,38932,659323,330048,1484479,124813,83488,614879,299703,38852
25,019,10414,8765,6045,111,232,481,4081,1911,10289,947,86529,11703,9987,322
25,021,682860,555624,344517,45255,1942,11767,295116,149900,664937,42940,86469,271803,158187,12639
25,023,500772,427366,243759,12322,452,4484,211202,107555,489113,37625,75816,201328,141138,8663
25,025,747928,416449,380883,122171,6485,50573,333587,104341,705431,149227,54169,316000,42613,19586
25,027,806804,690009,390615,6148,616,10816,336868,166940,781344,90347,65453,328092,184237,19369
26,001,10657,10395,3175,7,6,107,4719,2845,10519,1652,38019,11061,9507,41
26,003,9516,8186,3110,43,18,203,3669,2056,8513,1186,39211,6580,5615,13
26,005,112266,106218,49552,77,137,741,44948,26561,110980,15220,52472,49541,37507,1570
26,007,29242,28330,11947,70,91,171,12532,6973,28628,5013,38353,15989,12807,313
26,009,23368,22538,9193,36,17,208,9893,6076,23047,3252,46480,17819,14546,203
26,011,15564,15024,5414,30,7,155,6478,3824,15171,2854,38129,9771,8172,86
26,013,8740,6478,2410,3,5,44,2848,1598,6447,985,40935,5183,4265,27
26,015,59107,57148,25642,26,36,543,23891,14725,58346,6548,53730,27046,22867,376
26,017,107074,101200,45099,302,217,871,45269,22798,105862,16473,45715,48100,36905,1802
26,019,17450,16756,7493,119,13,158,7411,4013,17258,2079,47620,12244,10710,115
26,021,155992,121768,66615,328,262,1745,65622,32721,151758,26779,44701,76810,58752,1190
26,023,43965,41670,17421,58,117,475,17092,9382,41466,7539,42538,20682,16147,179
26,025,135150,112033,55633,347,166,2000,56275,27013,131761,22693,43199,60832,45075,962
26,027,52001,46237,21641,19,0,200,21471,12048,51455,7367,45166,25896,22110,108
26,029,26038,24797,11350,76,19,226,11022,6051,25719,3453,46709,17299,13642,237
26,031,25821,24082,9739,67,40,183,11070,6300,25426,4529,39486,18288,15306,162
26,033,38698,27669,14400,134,29,770,14300,7237,34038,6378,40828,21249,15900,846
26,035,30786,29721,9928,108,89,260,12975,7074,30269,8214,33264,23169,17926,115
26,037,76479,71516,35393,351,99,488,31440,17372,75459,8782,60381,30774,24008,811
26,039,13941,13460,5032,53,27,158,5858,3269,13609,1983,42666,11097,9146,35
26,041,36841,34754,15148,95,170,410,15627,8350,36229,6236,42070,20212,16137,349
26,043,26097,25274,11151,23,15,323,10999,6206,25633,3432,44350,14010,12039,58
26,045,108081,94827,49787,332,182,674,45684,23949,106397,11114,55223,47032,32651,2207
26,047,32922,30447,15438,42,109,600,13930,7715,32309,3539,51113,21323,15645,651
26,049,418654,312922,154516,1796,201,1850,176661,79226,413500,87828,41879,191447,139869,8316
26,051,25599,24988,8358,45,6,276,10807,6387,25288,5040,37725,17642,14311,160
26,053,16042,14598,5624,19,36,255,6417,3244,14470,2933,34021,10763,9077,51
26,055,88981,84269,42103,239,549,895,37412,19344,86187,10101,52487,41885,30435,1846
26,057,42057,38412,15749,24,30,521,16264,8336,36272,6831,41833,16259,12214,246
26,059,46282,45001,18508,72,10,690,19042,10557,44832,9033,42183,21689,17208,174
26,061,36739,34401,14920,100,141,1527,13796,6678,34579,7661,36443,18624,13961,328
26,063,32525,31695,13470,62,48,492,13772,7749,32089,4979,41290,21162,17171,267
26,065,282562,214888,127756,4061,2506,6978,121920,48714,263973,58996,45278,121563,76291,7467
26,067,63976,58182,25522,38,53,511,23702,13402,59536,9170,48100,24657,17899,357
26,069,25504,24574,8563,13,64,227,11095,5805,25012,4631,36928,20390,17034,439
26,071,11615,11227,4337,7,17,156,5099,2698,11219,1633,35689,9226,8067,25
26,073,70506,62493,31013,373,364,2407,31162,10788,64267,20408,37615,28394,16286,1073
26,075,159927,140096,64050,273,338,1292,63797,31470,150584,26291,45452,69232,52775,1364
26,077,254870,208924,117207,1679,524,3325,106890,47403,246506,46996,46356,110113,70777,4366
26,079,17204,16527,6443,42,19,82,6967,4006,16796,2847,39986,12153,9657,109
26,081,615381,503211,289771,5299,1259,5396,249331,124667,605222,93667,52716,247590,161637,15770
26,083,2197,2157,847,1,0,31,891,523,2168,391,39180,2475,2224,66
26,085,11431,9987,3085,3,0,85,4807,2166,11031,3359,28872,14925,10254,34
26,087,88155,84453,35886,281,85,402,35886,21306,86463,9991,53016,36250,30114,447
26,089,21739,20220,9434,46,67,309,9488,5922,21562,2391,56521,15078,12883,490
26,091,99257,91829,42091,121,132,1417,40312,20745,94088,13628,48118,43439,34200,912
26,093,183264,177117,88160,261,188,823,74417,44636,182100,10982,73694,73359,59065,3672
26,095,6512,5207,1983,0,0,105,2275,1084,5468,1093,36398,4339,3587,6
26,097,11080,8378,4323,85,187,244,4774,2675,10897,1710,38690,11007,9023,86
26,099,849344,711927,381600,2973,549,2943,360845,178527,841526,107413,54059,358715,245822,36841
26,101,24545,22598,8873,46,25,250,10060,5642,23259,4150,40408,15654,12528,240
26,103,67535,63123,29043,133,204,1533,28492,13466,63023,10597,45066,34431,24912,667
26,105,28705,27317,11885,90,6,265,12116,6756,28287,4491,42156,17259,12901,293
26,107,43226,40279,16534,120,61,982,18179,8385,40081,9370,40396,21085,15174,229
26,109,23838,22628,9988,11,32,203,10006,5546,23460,3536,41293,14202,11510,102
26,111,83620,78495,36365,240,209,518,34893,19815,82063,10827,52613,36095,26514,1231
26,113,14986,14524,6060,8,39,198,5990,3461,14811,2384,40983,9092,7365,66
26,115,150851,142767,65710,782,148,699,62489,34132,149082,17543,54911,63189,47941,1674
26,117,63046,59373,23398,79,52,462,24640,13358,60178,11349,40739,28152,21687,364
26,119,9506,9258,2735,0,0,90,4112,2205,9352,1480,36448,9583,8165,48
26,121,171328,138488,66943,249,263,793,69715,33291,164587,33372,41842,73368,56023,2031
26,123,48126,45569,18050,22,41,263,19382,11025,47164,9162,42640,24987,18200,165
26,125,1220798,937056,580039,3217,1189,6622,518286,266258,1210484,126082,66436,529670,362063,33155
26,127,26325,25061,10064,15,44,290,10509,6290,26027,5288,40969,15923,12054,74
26,129,21373,20731,7445,19,13,128,9120,4895,21032,4521,35850,16020,13600,59
26,131,6448,6237,2137,7,3,115,2797,1683,6339,1032,35365,5650,4813,16
26,133,23327,22573,8708,34,124,279,9429,5014,22918,5115,38899,13596,10050,113
26,135,8525,8250,2667,2,83,88,3552,2060,8447,1595,33240,9105,7212,55
26,137,24126,23162,10267,33,43,173,10075,5666,23635,3162,47693,14756,12176,194
26,139,269795,242326,129071,1201,844,3050,109716,61813,260489,27849,58160,103306,71697,6441
26,141,13128,12789,4462,6,49,90,5662,3346,12924,1770,40404,10409,9219,35
26,143,24141,23419,7227,74,48,197,10661,5627,23811,5272,33540,24417,21585,98
26,145,197727,149456,78853,379,349,1559,84229,38865,192077,34853,43566,86814,66044,3368
26,147,161008,150979,66763,457,252,1066,66786,35773,159305,24178,48703,71791,56101,2195
26,149,60998,56495,24822,32,138,807,24418,13331,59994,10696,44145,27700,22033,217
26,151,42301,40982,16518,161,36,741,17505,9584,41781,6536,41578,22616,18366,189
26,153,8345,7264,2682,8,9,122,3591,1990,8162,1649,35955,6317,5374,60
26,155,69553,67486,28953,79,80,761,28901,15768,68503,10638,47723,30184,23860,520
26,157,54795,52840,22052,3,44,469,22629,12608,53496,8200,44017,24343,19618,276
26,159,75569,66608,31739,121,100,628,30647,16566,74634,14326,46536,36714,28004,327
26,161,351454,260703,169545,8535,3048,10656,149449,65706,333221,50597,60805,148106,84446,9633
26,163,1790078,951027,670156,22253,2015,11873,753229,291930,1770604,438295,41421,817106,569236,49425
26,165,32699,31547,13007,12,45,407,13135,7362,32280,6098,40368,16696,12385,334
27,001,15964,15225,6374,21,3,257,6755,4260,15732,1870,42036,16060,12922,279
27,003,336316,289757,175464,5875,410,1885,134225,74520,332713,25217,70464,128093,91531,15339
27,005,32971,29021,15403,31,151,391,13048,7520,32431,4364,51470,18963,15017,375
27,007,45236,33650,19957,533,210,645,17986,8401,43111,8828,43990,20635,14259,770
27,009,38980,36841,19393,166,121,370,15433,8222,38343,5442,53006,16273,10772,523
27,011,5180,5084,2418,10,11,138,2192,1371,5053,668,47537,3112,2605,53
27,013,64720,59808,35147,252,230,1337,26989,12415,61303,11569,50977,26598,17023,1118
27,015,25513,24882,13339,75,88,739,10660,5716,24318,2044,49527,11512,9033,194
27,017,35430,31760,15920,34,36,440,13744,7556,34398,4703,53429,15719,12614,138
27,019,94212,87324,49996,852,208,632,36356,22787,93315,4064,86391,35356,24805,4490
27,021,28499,24352,11813,116,30,422,11551,7124,28073,4781,45567,24934,21133,585
27,023,12235,11493,6306,25,47,190,5078,2832,12008,1339,51523,5719,4562,134
27,025,53798,51396,26941,235,88,306,20918,12460,52301,3368,70223,21239,17277,1043
27,027,60249,55694,32208,306,159,1775,24821,11954,56191,7224,55582,24387,15653,1681
27,029,8735,7590,3454,31,4,70,3450,2061,8611,1442,45105,4760,3676,28
27,031,5197,4534,2726,12,9,268,2295,1469,5149,446,51913,5671,4858,155
27,033,11676,10657,5399,66,50,385,4876,2793,11362,1846,47350,5405,4586,70
27,035,62900,60757,28183,128,133,479,25783,14718,62087,7330,49186,40516,32345,1272
27,037,405521,342532,215803,7106,677,2427,164383,90214,402930,31284,74995,161179,92539,30059
27,039,20246,19614,10593,73,30,158,7811,4596,20126,1349,68587,7975,6612,243
27,041,36413,35590,18211,62,72,453,15111,9360,35706,3564,52485,20265,15563,601
27,043,14337,14002,6952,18,19,322,5964,3444,13940,1845,45601,7066,6185,54
27,045,20842,20492,10188,326,65,503,8440,5004,20409,2327,51576,9789,8118,238
27,047,31034,29496,14894,148,61,275,12937,6740,30561,3514,45569,14209,11077,523
